district,year,murder
LUCKNOW,2012,8
KARIMNAGAR,2001,8
BETTIAH,2001,8
TOTAL,2001,8
ALIGARH,2001,8
AZAMGARH,2001,8
BIJNOR,2001,8
FAIZABAD,2001,8
MATHURA,2001,8
MAHABOOBNAGAR,2002,8
SAGAR,2002,8
MAU,2002,8
RAMPUR,2002,8
TOTAL,2003,8
BADAUN,2003,8
FIROZABAD,2003,8
KAUSHAMBI,2003,8
LUCKNOW,2003,8
CHHATARPUR,2004,8
ALIGARH,2004,8
ALLAHABAD,2004,8
SONITPUR,2005,8
ALIGARH,2005,8
ALLAHABAD,2005,8
"KANPUR NAGAR",2005,8
GWALIOR,2006,8
HATHRAS,2006,8
MAINPURI,2006,8
UNNAO,2006,8
SONITPUR,2007,8
VIDISHA,2007,8
"THIRUNELVELI RURAL",2007,8
TOTAL,2001,9
BADAUN,2001,9
JHANSI,2001,9
MEERUT,2001,9
JEHANABAD,2002,9
MOTIHARI,2002,9
AZAMGARH,2002,9
SHAHJAHANPUR,2002,9
TOTAL,2003,9
FATEHGARH,2004,9
JHANSI,2004,9
CYBERABAD,2005,9
TOTAL,2005,9
BULANDSHAHAR,2005,9
HARDOI,2005,9
MUZAFFARNAGAR,2005,9
GANGANAGAR,2006,9
FATEHPUR,2006,9
DEOGHAR,2007,9
FATEHPUR,2007,9
LUCKNOW,2007,9
MEERUT,2007,9
TOTAL,2008,9
JAMUI,2008,9
MAINPURI,2008,9
FIROZABAD,2009,9
MEERUT,2009,9
SITAPUR,2009,9
SHIVPURI,2010,9
TOTAL,2010,9
MEERUT,2010,9
ALIGARH,2011,9
ALLAHABAD,2011,9
BULANDSHAHAR,2011,9
GORAKHPUR,2011,9
"KANPUR NAGAR",2011,9
GHAZIABAD,2012,9
KHIRI,2012,9
BIJNOR,2008,10
BHIND,2009,10
GHAZIABAD,2009,10
BIJNOR,2011,10
SITAPUR,2011,10
GWALIOR,2012,10
MAHABOOBNAGAR,2001,10
J.P.NAGAR,2001,10
TOTAL,2001,10
AGRA,2002,10
ETAH,2002,10
FATEHPUR,2002,10
SHIVPURI,2003,10
ETAH,2003,10
TOTAL,2004,10
"KANPUR NAGAR",2004,10
TOTAL,2005,10
BADAUN,2005,10
BAREILLY,2005,10
TOTAL,2006,10
FIROZABAD,2006,10
SHAHJAHANPUR,2006,10
TOTAL,2007,10
THIRUVALLUR,2001,11
AGRA,2001,11
FATEHPUR,2001,11
HARDOI,2001,11
LUCKNOW,2001,11
SHAHJAHANPUR,2001,11
TOTAL,2002,11
"SURAT RURAL",2002,11
THIRUVALLUR,2002,11
BIJNOR,2002,11
UNNAO,2002,11
SITAPUR,2003,11
TOTAL,2004,11
LUCKNOW,2004,11
MUZAFFARNAGAR,2004,11
KHIRI,2005,11
BAREILLY,2006,11
ETAH,2006,11
LUCKNOW,2006,11
MUZAFFARNAGAR,2006,11
TOTAL,2007,11
MUZAFFARNAGAR,2007,11
GWALIOR,2008,11
TOTAL,2009,11
NOWRANGPUR,2009,11
BAREILLY,2009,11
MUZAFFARNAGAR,2009,11
SITAPUR,2010,11
TOTAL,2012,11
MEERUT,2012,11
SITAPUR,2012,11
KURNOOL,2011,12
TOTAL,2011,12
"KANPUR NAGAR",2001,12
PILIBHIT,2001,12
KARIMNAGAR,2002,12
TOTAL,2002,12
LUCKNOW,2002,12
TOTAL,2003,12
AGRA,2003,12
"KANPUR NAGAR",2003,12
MATHURA,2003,12
TOTAL,2005,12
TOTAL,2006,12
ALLAHABAD,2006,12
"KANPUR NAGAR",2006,12
ALIGARH,2007,12
HARDOI,2007,12
BAREILLY,2001,13
GHAZIABAD,2001,13
MUZAFFARNAGAR,2001,13
"KANPUR NAGAR",2002,13
KHIRI,2002,13
FATEHPUR,2004,13
TOTAL,2005,13
TOTAL,2007,13
"KANPUR NAGAR",2007,13
SITAPUR,2007,13
TOTAL,2008,13
"KANPUR NAGAR",2008,13
TOTAL,2010,13
GHAZIABAD,2010,13
AURANGABAD,2011,13
TOTAL,2011,13
KHIRI,2011,13
TOTAL,2011,14
TOTAL,2001,14
BULANDSHAHAR,2001,14
ETAH,2001,14
UNNAO,2001,14
BAREILLY,2002,14
GHAZIABAD,2002,14
TOTAL,2004,14
BADAUN,2004,14
HARDOI,2004,14
KHIRI,2004,14
FATEHPUR,2005,14
GAYA,2008,14
SITAPUR,2001,15
SITAPUR,2002,15
BILASPUR,2004,15
TOTAL,2005,15
TOTAL,2007,15
TOTAL,2010,15
TOTAL,2010,16
"KANPUR NAGAR",2010,16
KHIRI,2001,16
HARDOI,2002,16
TOTAL,2003,16
UNNAO,2003,16
SITAPUR,2005,16
TOTAL,2006,16
TOTAL,2007,16
MAINPURI,2007,16
TOTAL,2001,17
TOTAL,2007,17
TOTAL,2008,17
TOTAL,2005,18
SITAPUR,2006,18
"RANGA REDDY",2002,19
TOTAL,2002,19
TOTAL,2003,19
TOTAL,2012,19
TOTAL,2009,20
TOTAL,2010,20
TOTAL,2006,20
TOTAL,2004,21
TOTAL,2005,21
TOTAL,2006,21
TOTAL,2001,22
SITAPUR,2004,22
TOTAL,2009,22
TOTAL,2012,23
TOTAL,2008,23
BARABANKI,2005,24
TOTAL,2010,24
TOTAL,2009,25
TOTAL,2004,25
TOTAL,2006,26
TOTAL,2007,26
TOTAL,2011,26
TOTAL,2009,27
TOTAL,2012,27
TOTAL,2008,27
TOTAL,2001,28
TOTAL,2006,28
TOTAL,2011,29
TOTAL,2003,30
TOTAL,2005,30
TOTAL,2003,31
TOTAL,2008,31
TOTAL,2011,31
TOTAL,2002,33
TOTAL,2003,33
TOTAL,2002,34
TOTAL,2009,35
TOTAL,2012,36
TOTAL,2012,37
TOTAL,2005,37
TOTAL,2001,38
TOTAL,2009,38
TOTAL,2004,39
TOTAL,2007,39
TOTAL,2010,43
TOTAL,2002,44
TOTAL,2001,45
TOTAL,2004,45
TOTAL,2007,46
TOTAL,2008,46
TOTAL,2008,48
TOTAL,2001,51
TOTAL,2011,51
TOTAL,2006,52
TOTAL,2007,53
TOTAL,2008,53
TOTAL,2012,54
TOTAL,2010,56
TOTAL,2005,56
TOTAL,2002,60
TOTAL,2006,60
TOTAL,2011,64
TOTAL,2009,65
TOTAL,2012,66
TOTAL,2001,72
TOTAL,2006,76
TOTAL,2002,79
TOTAL,2003,83
TOTAL,2007,86
TOTAL,2008,87
TOTAL,2012,88
TOTAL,2004,93
TOTAL,2005,96
TOTAL,2011,99
TOTAL,2009,101
TOTAL,2010,102
TOTAL,2010,229
TOTAL,2012,234
TOTAL,2009,235
TOTAL,2008,239
TOTAL,2011,286
TOTAL,2003,288
TOTAL,2007,310
TOTAL,2006,318
TOTAL,2004,321
TOTAL,2005,323
TOTAL,2002,371
TOTAL,2001,423
